row,quality_of_class,difficulty_of_class,thumbs_up,thumbs_down,comment
1,5.0,1.0,0,0,This professor is amazing. Available during office hours and genuinely cares about his students! He is an amazing professor and I would definitely take this class again!!!
2,5.0,3.0,0,0,"Awesome lectures with tons of info. Grade is based off of a few papers and online exams, so while this class requires a lot of reading, there is not too much pressure or time constraints. He also brings in amazing guest lecturers. "
3,5.0,3.0,0,0,"Professor Bapat is amazing. Attendance isn't mandatory for lectures(although his lectures are really good! So would recommend going). There is a lot of reading, but I briefly skimmed it and a lot of times I didn't look at the book at all and I did really well in the class. Not too difficult if you put some effort into it! Loved this class."
4,4.0,2.0,0,0,Highly enjoyed this class and Prof. Bapat. He's a great lecturer and I learned so much from his class. It is not hard to do well if you do the work and put in effort for the few assignments. Highly recommend!
5,5.0,2.0,0,0,"Professor Bapat was very organized and clear about what was expected. Our class had very few assignments so each was important, but the grading was not difficult. This class is very manageable and Professor Bapat was very personable and made the lectures interesting. "
6,4.0,1.0,0,0,"Professor Bapat was a great and very interesting lecturer. The class isn't hard if you go to class and put effort into your papers. He actually has a range of due dates for the essays, so don't wait until the end of the semester. Just make sure you attend recitation and do the reading for it. "
7,5.0,2.0,0,0,Prof Bapat is awesome! His lectures are super interesting and he clearly really cares about students. He is also super flexible.
8,5.0,2.0,0,0,"Dr. Bapat is the best professor I've had at UNC! He is very knowledgeable in the topic while making his lectures personable and engaging. The class consists of two essays, two midterms, and a final, all of which are open note and online. Getting an A in this class was very attainable and I also felt like I learned a lot from both Bapat and my TA."
9,5.0,1.0,0,0,"Bapat has been the best Political Science professor I have had at UNC. His 150 class is extremely easy while still being comprehensive. The course consists of 2 papers, 2 midterms, and a final, all of which are taken online at home. He is funny and has great stories, would recommend to anybody."
10,5.0,2.0,0,0,Professor Bapat is not only extremely knowledgeable about the material but he genuinely cares about his students. All lectures are posted online and tests are easy to study for because they come directly from the PowerPoint slides he makes. I actually learned quite a bit from this course and would highly recommend it.  
11,4.0,2.0,0,0,"such an easy class, lectures not mandatory and all slides were uploaded online just to copy"
12,3.0,2.0,0,0,"You can tell Prof Bapat is smart and intelligent. But his lectures are mostly timelines of political events. Studying requiring a lot of memorization, he also did not give much guidelines on the final research project. "
13,5.0,3.0,0,0,"PROFESSOR BAPAT IS AWESOME!! I can't stress it enough, he is amazing. Take his class"
14,5.0,3.0,0,0,"I loved Dr. Bapat! He really cares about the course, and he really wants students to think critically and learn. Dr. Bapat is great at explaining topics clearly, and the course followed a coherent path. I would absolutely take Dr. Bapat again."
15,5.0,3.0,0,0,"Professor Bapat was very knowledgeable about the content of this class and an engaging lecturer. The class has 2, 5 page papers, 2 midterms, 1 final, and a recitation participation grade. Overall, I think Bapat gave a good introduction and foundation to international politics. "
16,5.0,2.0,0,0,"Bapat was awesome. He gave great lectures that were engaging and he was so clearly passionate about the subject that it was great to listen to. Attendance isn't required, but I would recommend bc the topic is so interesting. Graded off of 2 papers, participation, 2 midterms & a final, but the class is overall not hard. I would definitely take again"
17,5.0,2.0,0,0,"Professor Bapat is a great lecturer and he really knows what he's talking about. He is passionate about everything he says and makes it super easy to follow. The class consists of 3 exams and two papers, not too bad. I would 100% recommend this class with Bapat."
18,5.0,1.0,0,0,"Best lecturer I have had so far at UNC. He really knows his stuff and his class is so well organized, there are no surprises. The class was SOO easy and he gives you plenty of time to get your stuff done. Exams are open note take home. I would take this class again in a heart beat. "
19,5.0,1.0,0,0,"Legit one of the best professors at Chapel Hill. For my class all we had were 2 exams, 2 papers, the midterm, and a weekly recitation (which was canceled half the time)."
20,4.0,3.0,0,0,"Grade consisted for two papers (you choose the papers you want to write/their due dates), three exams, and recitation.  Exams were open note, but do prepare for them.  Study lecture slides and readings (helpful for MC and essay section).  Had Parajon for TA.  Make sure you participate well and genuinely contribute to class. Fair essay grader."
1,5.0,4.0,0,0,Wowww such a great professor. Anna defenitely cares about her students and is interactive with everyone. I did not do that well in this class but I still recommend it 100%. I learned a lot and the information was very intriguing. The only thing is the exams are hard and there is not a lot of busy work so it is hard to bounce back from a low grade. 
2,5.0,2.0,0,0,"AMAZING! Dr. Bardone-Cone is so passionate about what she teaches which makes her lectures super interesting and engaging. She is also very nice and even baked cookies for everyone on LDOC :') This specific course was pretty easy with participation grades, a couple exams, and a 5-page course paper. I would highly recommend taking PSYC 245 with her!"
